text,domain,intent
add gregory douglass to my whm list,inscope,AddToPlaylist
give this current essay a 3 out of 6,inscope,RateBook
give 5 points to current novel,inscope,RateBook
put live and rare into dancehall official,inscope,AddToPlaylist
can i have the movie schedules,inscope,SearchScreeningEvent
add the outlaw blues to the playlist with the title top 100 country tracks on spotify,inscope,AddToPlaylist
table for 4 in sparks,inscope,BookRestaurant
show me my princess,inscope,SearchCreativeWork
when was the last worker's strike in amsterdam,oos,oos
i d like to see the river of stars tv series,inscope,SearchCreativeWork
add tune to blues,inscope,AddToPlaylist
book sot for 22 minutes from now at a restaurant with parking,inscope,BookRestaurant
can you play a song off an album by shirley horn,inscope,PlayMusic
please get me the crime and punishment in suburbia trailer ,inscope,SearchCreativeWork
where can i find lyrical inspiration for songwriting,oos,oos
put this album on my playlist titled dance hits,inscope,AddToPlaylist
is las aventuras de zachary beaver at harkins theatres,inscope,SearchScreeningEvent
was the god osiris a titan or an old god,oos,oos
find time for the movie schedule at cineplex odeon corporation,inscope,SearchScreeningEvent
play the most popular miles jones track,inscope,PlayMusic
what time is the mourner playing at the movie house,inscope,SearchScreeningEvent
i need a reservation for four minutes from now for 3 people in the falkland islands,inscope,BookRestaurant
put johnny wakelin  on my té para tres lis,inscope,AddToPlaylist
what stage of evolution am i,oos,oos
book a spot in town in the same area as me,inscope,BookRestaurant
show me the movie schedule for the cooper foundation,inscope,SearchScreeningEvent
what is the weather forecast for my current spot on jan  third  2036,inscope,GetWeather
play me the newest fourties symphony,inscope,PlayMusic
what are some ways to prepare portabello mushrooms,oos,oos
what is the movie schedule at the imax corporation three minutes from now,inscope,SearchScreeningEvent
add an album to my playlist bachata lovers,inscope,AddToPlaylist
find the tv series the parent trap iv: hawaiian honeymoon,inscope,SearchCreativeWork
add joan wasser to running playlist,inscope,AddToPlaylist
i m looking for the cineexport painting ,inscope,SearchCreativeWork
i want to go to an outdoor cafe in pioneer day,inscope,BookRestaurant
give directive 51 three out of 6 ,inscope,RateBook
book a restaurant faraway from rwanda for two,inscope,BookRestaurant
is it humid in caddo mills  ky,inscope,GetWeather
what is the weather like in phnom sankos wildlife sanctuary,inscope,GetWeather
add kisaki to family road trip playlist,inscope,AddToPlaylist
find whosoever shall offend at showcase cinemas,inscope,SearchScreeningEvent
add this track by clem burke to my atmospheric black metal playlist,inscope,AddToPlaylist
find movie schedules,inscope,SearchScreeningEvent
play my entertaining playlist,inscope,PlayMusic
what is happening with brexit right nowu,oos,oos
something on spotify please,inscope,PlayMusic
book a spot for nine at the cubby bear in luxor,inscope,BookRestaurant
give the current book zero of 6,inscope,RateBook
find movies playing at the closest movie theatre,inscope,SearchScreeningEvent
how are my sports teams doing,oos,oos
i would like to rate this album 3 points and a best rating of 6,inscope,RateBook
i want to hear la jaula de oro by mc ren on google music ,inscope,PlayMusic
play the newest 2016 ep from boaz mauda ,inscope,PlayMusic
find the news at seven-thirty photograph,inscope,SearchCreativeWork
tell me the weather forecast 1 hour from now for town west  nevada,inscope,GetWeather
please book a bar type goiano room accommodate for 2 members 1 second from now in pr,inscope,BookRestaurant
what are apartment prices now,oos,oos
play something from my songs for you  not your parents playlist,inscope,PlayMusic
book a spot for 2 at a brasserie that has hot dog in wa at twelve am,inscope,BookRestaurant
book for 3 in u s  virgin islands,inscope,BookRestaurant
i would like to book a restaurant in lebanon,inscope,BookRestaurant
i d like to reserve a table in northcote ,inscope,BookRestaurant
put slimm cutta calhoun on my songs to sing in the car playlist,inscope,AddToPlaylist
i m in tuolumne city and want fast food for a party of eight ,inscope,BookRestaurant
make a reservation for 8 at a diner that serves haystack,inscope,BookRestaurant
add this tune by nokio the n tity to my this is bb king playlist,inscope,AddToPlaylist
i m going to herkimer and want some liver and onions and i need a table for bessie  antonia and lisa at a cafe around 10 am,inscope,BookRestaurant
book a restaurant for 6,inscope,BookRestaurant
show the movie schedules in the neighborhood for animated movies,inscope,SearchScreeningEvent
give this textbook a rating of 3,inscope,RateBook
will you play my nuestros 80 playlist,inscope,PlayMusic
book pm park  clear lake  iowa at 5 am for 6 people ,inscope,BookRestaurant
will it be warm in gilmer  keeling islands,inscope,GetWeather
what store has the best deals going on right now,oos,oos
add back porch spirituals to my hit remix playlist,inscope,AddToPlaylist
what is the forecast for here at 8 am,inscope,GetWeather
add something so right to lora s 80s classic hits playlist,inscope,AddToPlaylist
what year did my grandparents get married,oos,oos
i d like to watch the trailer for as tears go by,inscope,SearchCreativeWork
make me a reservation at a fast food restaurant for elba and corina at a restaurant with parking,inscope,BookRestaurant
book a table for 1 at ringside steakhouse in hurricane ,inscope,BookRestaurant
i want to give the current saga 0 stars ,inscope,RateBook
display the song lyrics for me,oos,oos
i want to read the novel pokémon the movie: black—victini and reshiram and white—victini and zekrom ,inscope,SearchCreativeWork
find the novel playlist: the very best of brad paisley,inscope,SearchCreativeWork
give me the movie schedules for southern theatres,inscope,SearchScreeningEvent
add chamberlain waits to my picnic in the park,inscope,AddToPlaylist
how much fog is there in tarpon springs,inscope,GetWeather
please print out copies of my resume,oos,oos
book a spot in mi,inscope,BookRestaurant
in california will it be cold in east trenton heights,inscope,GetWeather
i want to see movie times at neighborhood cinema group ,inscope,SearchScreeningEvent
put ik tara onto pure seduction playlist,inscope,AddToPlaylist
give the current essay 5 out of 6 points ,inscope,RateBook
rate my current essay a 2,inscope,RateBook
put the artist pat monahan onto the emily dickinson playlist ,inscope,AddToPlaylist
i need a reservation for cashel palace hotel in california for a party of 9,inscope,BookRestaurant
add jack scott to my fantasía playlist,inscope,AddToPlaylist
weather for here right now,inscope,GetWeather
rate the current novel two stars,inscope,RateBook
find the movie schedule for national amusements ,inscope,SearchScreeningEvent
what time is high schools playing,inscope,SearchScreeningEvent
add album to my grandes unplugged,inscope,AddToPlaylist
find the nearest movie house that s showing movies,inscope,SearchScreeningEvent
add 21 at 33 to the playlist called wake up everybody,inscope,AddToPlaylist
i would like to hear a song by tim reynolds,inscope,PlayMusic
play music by keren woodward,inscope,PlayMusic
i would like to book a food truck with mughlai cuisine in somalia,inscope,BookRestaurant
can i hear the song visual audio sensory theater,inscope,SearchCreativeWork
what are the movie schedule now,inscope,SearchScreeningEvent
who published the novel jamesedition,inscope,SearchCreativeWork
open deezer and play inyección musical,inscope,PlayMusic
how will the weather be five weeks from now in moneta,inscope,GetWeather
what's on for sports today,oos,oos
will it get hotter in the city of ashford,inscope,GetWeather
can you add an album to my are & be playlist,inscope,AddToPlaylist
play isham jones,inscope,PlayMusic
add something by ritchie valens to my playlist virales de siempre,inscope,AddToPlaylist
look for the nypd - new york police department saga,inscope,SearchCreativeWork
book a table for ten people at a restaurant that serves noodle,inscope,BookRestaurant
book a restaurant for 9 at 00:37 pm,inscope,BookRestaurant
will it be chilly around kingsley common on jan  9,inscope,GetWeather
play any song from rebecca hewitt,inscope,PlayMusic
i give a rating of 4 out of 6 for the book my sister and i,inscope,RateBook
what size space suit should you get based on your girth,oos,oos
add hello central  give me heaven to indie pop,inscope,AddToPlaylist
is it going to be hotter in d lo,inscope,GetWeather
me and my mummy want to go to an indian bar next winter within the same area of cortelyou rd,inscope,BookRestaurant
can you give me the movie schedules for films close by,inscope,SearchScreeningEvent
will the sun be out close-by admiralty island national monument,inscope,GetWeather
show me the movie times for animated movies in the area  ,inscope,SearchScreeningEvent
play me a chris needham song on vimeo,inscope,PlayMusic
play some king tubby from the eighties,inscope,PlayMusic
add the tune to bandas sonoras,inscope,AddToPlaylist
put transatlantic lullaby on sharlene s napoleon xiv playlist,inscope,AddToPlaylist
what years has korea been at war,oos,oos
what s the weather 1 minute from now in mount nimba strict nature reserve,inscope,GetWeather
i would rate coming through slaughter a four out of 6 ,inscope,RateBook
book a restaurant in french southern territories on dec  the fifth  2026 for two,inscope,BookRestaurant
show creativity of book future of the past,inscope,SearchCreativeWork
book a restaurant for monique stewart  arlene and jami ,inscope,BookRestaurant
add take it back to my metal party playlist,inscope,AddToPlaylist
search for a painting of the wannadies,inscope,SearchCreativeWork
compile a list of historical events from the boston marathon,oos,oos
what are the movie schedules for films in the area,inscope,SearchScreeningEvent
what s the weather like in calpella,inscope,GetWeather
i d like a table for eight at a close-by place in carpenterville,inscope,BookRestaurant
play les pauvres riches by pan mei chen ,inscope,PlayMusic
where the the housemaid playing and when,inscope,SearchScreeningEvent
put sungmin into my summer playlist,inscope,AddToPlaylist
give 4 points to this textbook,inscope,RateBook
look for fighting vipers 2,inscope,SearchCreativeWork
